image_name,pcnt_road,pcnt_sidewalk,pcnt_building,pcnt_wall,pcnt_fence,pcnt_pole,pcnt_traffic_light,pcnt_traffic_sign,pcnt_vegetation,pcnt_terrain,pcnt_sky,pcnt_person,pcnt_rider,pcnt_car,pcnt_truck,pcnt_bus,pcnt_train,pcnt_motorcycle,pcnt_bicycle,pcnt_unlabeled
p1r00199,0.038681641,0.311354167,0.410804036,0,0.002480469,0.003294271,0.000309245,0.00344401,0.039173177,0.008613281,0.168424479,0,0,0.003307292,0.000179036,0,0,0,0,0.009934896
p1r00425,0.21226237,0.017154948,0.335664063,0,0.001253255,0,0,0.000328776,0.236708984,0.088105469,0.02891276,0,0,0.07055013,0.003079427,0,0,0,0,0.005979818
p1r00549,0.3684375,0.030670573,0.109199219,0.00514974,0.025328776,0.008268229,0,0.007666016,0.012958984,0.000169271,0.379690755,0,0,0.041207682,3.58E-05,0,0,0,0,0.011217448
p1r00055,0.268502604,0.046559245,0.195022786,0,0.05273112,0.003844401,0.00030599,0.001220703,0.279716797,0.006035156,0.071578776,0.000498047,0,0.048958333,2.93E-05,2.60E-05,0,0,0,0.024970703
p1r00444,0.379899089,0.044150391,0.180592448,0,0.0234375,0.012473958,0.000117188,0.002877604,0.073040365,0.000247396,0.274270833,0.003382161,0,0.002509766,0,0,0,0,0.000432943,0.002568359
p1r00320,0.400966797,0.023525391,0.09375,0,0.017799479,0.028024089,0.00023112,0.004267578,0.047347005,0.004495443,0.361663411,0.002096354,0,0.007913411,0,0,0,0,0,0.007919922
p1r00011,0.36203125,0.061064453,0.103945313,0.000843099,0.010901693,0.015426432,3.91E-05,0.002047526,0.050540365,0.000185547,0.375908203,0.002298177,0,0.009602865,0.001946615,0,0,0,0,0.003219401
p1r00380,0.324781901,0.06226237,0.040481771,0.000351563,0.038063151,0.008408203,0.000403646,0.002646484,0.150465495,0.034365234,0.314755859,0,0,0.018111979,0,0,0,0,0,0.004902344
p1r00046,0.254453125,0.007526042,0.01391276,0,0.013453776,0.004947917,5.53E-05,0.003802083,0.441246745,0.084078776,0.097063802,0,0,0.076510417,0,0,0,0,0,0.002949219
p1r00550,0.301751302,0.072711589,0.26078125,0,0.00218099,0.007213542,0,0.004127604,0.003583984,0,0.288160807,0.007757161,0,0.043808594,0,0,0,0,0.000107422,0.007815755
p1r00524,0.210465495,0.160628255,0.335205078,0.000712891,0.00078776,0.013046875,0.000201823,0.00609375,0.011429036,0,0.2415625,0,0,0.017490234,0,0,0,0,0,0.002376302
p1r00522,0.325130208,0.047102865,0.262766927,0.000738932,0.008313802,0.01078125,0.000667318,0.006676432,0.104270833,0.014020182,0.17773112,0,0,0.035595703,0.000673828,0,0,0,0,0.005530599
p1r00449,0.380432943,0.041113281,0.237945964,0.000139974,0.012148438,0.021985677,3.58E-05,0.012008464,0.024358724,0.000537109,0.255104167,0.000152995,0,0.01155599,0.000159505,0,0,0,0.000113932,0.002207031
p1r00304,0.319951172,0.071669922,0.064967448,0.00039388,0.003219401,0.016090495,0.000755208,0.020569661,0.052985026,0.03516276,0.376370443,0.000244141,6.51E-06,0.023694661,0.002220052,0,0,0,0,0.011699219
p1r00485,0.29633138,0.072311198,0.073232422,0,0.014596354,0.036295573,0,0.005224609,0.195195313,0.029410807,0.229742839,0.000511068,0,0.034007161,0,0,0,0,0,0.013141276
p1r00017,0.330983073,0.012988281,0.018173828,0,0.006468099,0.004287109,1.95E-05,0.001839193,0.184996745,0.118417969,0.289013672,0,0,0.023144531,0.000494792,0,0,0,0,0.009173177
p1r00508,0.330804036,0.076194661,0.139479167,0.000152995,0.045117188,0.016809896,1.95E-05,0.015266927,0.148544922,0.001728516,0.215817057,0,0,0.005960286,0.000240885,0,0,0,0,0.003863932
p1r00331,0.338020833,0.059417318,0.123974609,0.000527344,0.002861328,0.008460286,0,0.003339844,0.021575521,0.032200521,0.401445313,0.000260417,0,0.005032552,0.000146484,0,0,0,0,0.00273763
p1r00075,0.341539714,0.061396484,0.313011068,0,0.017242839,0.010664063,0.000569661,0.001227214,0.077109375,0.000768229,0.158889974,0.00054362,0,0.011985677,0,0,0,0,0,0.005052083
p1r00311,0.273929036,0.092057292,0.060520833,0,0.029433594,0.026891276,0.001181641,0.006780599,0.248291016,0.020804036,0.193860677,2.93E-05,0,0.032763672,0,0,0,0,0,0.013457031
p1r00203,0.293805339,0.057936198,0.244127604,0,0.002522786,0.007281901,0.000589193,0.002750651,0.221754557,0,0.084488932,0.034615885,0,0.037825521,0,0,0,0,0.001549479,0.010751953
p1r00403,0.302607422,0.010065104,0.072464193,0,0.022415365,0.003948568,0,0.00171224,0.152701823,0.048902995,0.31172526,0,0,0.053740234,0.013401693,0,0,0,0,0.006315104
p1r00547,0.254534505,0.051461589,0.393046875,0,0.002109375,0.02195638,0.002845052,0.005777995,0.007174479,0.003209635,0.137796224,0.002516276,0,0.078919271,0.016510417,0,0,0,0.001142578,0.020999349
p1r00417,0.396321615,0.00296875,0.066448568,0.0003125,0.00023763,0.029544271,0.00508138,0.006494141,0.017867839,0,0.393427734,0.003815104,0,0.053733724,0.014397786,4.88E-05,0,0,0,0.00930013
p1r00292,0.383313802,0.04735026,0.176207682,0,0.01101888,0.011669922,0.000361328,0.006819661,0.063502604,0.002652995,0.289208984,0.001139323,0,0.003105469,1.95E-05,0,0,0,0,0.003629557
p1r00350,0.270465495,0.084440104,0.239746094,0,0.00898112,0.000120443,0,8.14E-05,0.174108073,0.020992839,0.160908203,0.000292969,0,0.022454427,0.011839193,0,0,0,0,0.005569661
p1r00512,0.312135417,0.003105469,0.040559896,0.01327474,0.005146484,0.005061849,5.21E-05,0.002063802,0.282744141,0.001933594,0.205693359,0.000227865,0,0.116442057,0.006575521,1.30E-05,0,0,0,0.004970703
p1r00133,0.251884766,0,0.171425781,0,0,0.003691406,0,0.000771484,0.128763021,0.000452474,0.200019531,0.001878255,4.56E-05,0.206145833,0.029443359,0,0,0,0,0.005478516
p1r00495,0.319609375,0.011360677,0.158294271,0,0.000449219,0.005914714,0.000263672,0.001826172,0.243515625,0.004749349,0.153297526,0.000647786,0,0.072093099,0,0,0,0,0,0.027978516
p1r00284,0.281178385,0.038258464,0.018242188,0,5.21E-05,0.033776042,0.00078125,0.001748047,0.146321615,0.082080078,0.342050781,0,0,0.027366536,0.005227865,0,0,0,0,0.022916667
p1r00410,0.360986328,0.000595703,0.045110677,0,0,0.002412109,0,0.001315104,0.214931641,0.016575521,0.262760417,7.81E-05,0,0.024153646,0.064801432,0,0,0,0,0.006279297
