ED,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,SED,NSED
0.101554362,0.885796935,0.186063504,0.451244562,1.411633868,0.098296967,0.167193566,7.216902283,0.030377083,0.07119375
0.10507487,-2.020298592,0.256177795,0.420843648,1.507622853,0.135911037,0.195097485,7.085018246,0.042004167,0.067997917
0.099344076,0.178514691,0.279896957,0.576184819,1.844886241,0.189747191,0.224151928,7.27449588,0.060783333,0.044755208
0.087335612,0.456630608,0.216146668,0.577203865,2.389253286,0.127227818,0.180553245,7.390309501,0.07665625,0.025576042
0.092314453,0.207456863,0.231085606,0.570608392,1.453528012,0.137257547,0.20838478,7.409560804,0.048908333,0.057873958
0.09074056,3.050256533,0.205847293,0.576492596,2.280822033,0.115081556,0.171403513,7.23238588,0.066902083,0.030425
0.121139323,0.679219337,0.245199165,0.505060534,1.255313743,0.197193134,0.224526929,7.458715659,0.049460417,0.083785417
0.118676758,0.495949498,0.166465902,0.496750357,0.948894875,0.141474668,0.179339102,7.240138723,0.066508333,0.053904167
0.098048503,0.711336013,0.173308057,0.564455142,0.885354137,0.139639937,0.188522123,7.319837427,0.070122917,0.038952083
0.105782878,0.612349309,0.150162932,0.500168428,0.97990969,0.132896027,0.19002894,7.302624858,0.07620625,0.040357292
0.10871582,0.479431848,0.159923542,0.566013314,1.062579311,0.149341494,0.217434326,7.25067786,0.061425,0.054835417
0.105847982,0.876609626,0.13725102,0.565130757,1.087658919,0.157876646,0.205092264,7.223983686,0.056558333,0.050596875
0.095501302,0.883583858,0.10001451,0.578040939,1.238809666,0.107443027,0.220605989,7.38844323,0.060839583,0.035915625
0.094500326,1.06643605,0.127378568,0.532799339,1.273940981,0.135026951,0.211906375,7.460066158,0.078833333,0.023219792
0.093234049,1.044291543,0.103230051,0.614758527,1.300581404,0.100251106,0.214247367,7.573909379,0.0615875,0.035879167
0.121302083,2.513435636,0.325360556,0.497129072,1.553197335,0.181395473,0.255738092,7.485718431,0.0614875,0.078425
0.11061849,-3.127602595,0.368387666,0.485855009,1.11731899,0.189000072,0.269564383,7.424524304,0.0386625,0.079221875
0.118803711,2.881082849,0.322296891,0.435079606,1.02506549,0.157451169,0.246553548,6.83276266,0.025039583,0.096076042
0.120561523,2.062975067,0.324389991,0.661455436,1.4679749,0.218853477,0.2804487,7.723378751,0.050858333,0.08401875
0.124659831,1.144044664,0.180914782,0.484523718,0.782399747,0.134026726,0.194232294,7.418407349,0.05495625,0.075471875
0.118076172,1.230454803,0.198516733,0.466162977,0.667953289,0.153779849,0.184115768,7.430512671,0.058966667,0.073202083
0.124002279,1.299221097,0.168012748,0.441134102,0.923995317,0.13581544,0.169453312,7.329775308,0.0568625,0.075196875
0.111824544,1.394084861,0.15400013,0.466778212,0.968723688,0.145206015,0.196240297,7.406081466,0.048604167,0.069448958
0.103806966,-1.887253327,0.200716225,0.556085797,1.43538296,0.130438427,0.238684662,7.299019332,0.064077083,0.054320833
0.092648112,-1.838003232,0.21455656,0.596006932,2.043602102,0.126391374,0.250360026,7.401167203,0.067066667,0.034603125
0.118999023,1.361207387,0.136078702,0.396647493,1.155819229,0.086348209,0.177075866,7.086863057,0.02794375,0.086390625
0.114290365,1.014171451,0.215903173,0.387781276,0.677792735,0.158681199,0.161120806,7.185982721,0.049741667,0.077444792
0.085864258,1.107845436,0.082885097,0.59137117,1.609807168,0.095539447,0.229362078,7.397437809,0.071020833,0.024421875
0.112246094,0.569565348,0.196647772,0.556220971,0.915134107,0.186922848,0.199681961,7.402358286,0.05000625,0.071713542
0.102861328,0.963265484,0.130316287,0.554097018,1.176982285,0.107841565,0.174280934,7.347670782,0.063858333,0.040005208
0.100126953,1.003403852,0.095467864,0.52626634,1.459620062,0.095490541,0.191840439,7.380843891,0.073429167,0.027227083
0.094003906,0.326444962,0.172052957,0.528991741,1.204208628,0.118469739,0.220700829,7.364045971,0.056697917,0.052990625
0.120460612,1.867092626,0.289426595,0.495640191,1.498976871,0.214303429,0.218393959,7.536629053,0.077483333,0.058954167
0.105110677,2.609448267,0.112827333,0.464649242,1.361612817,0.113522585,0.193502545,7.267574449,0.0661375,0.046686458
0.103730469,2.296068629,0.118057097,0.507591082,1.743684094,0.109438066,0.187550805,7.426229178,0.080452083,0.033080208
0.105086263,1.277864786,0.143756633,0.530779603,1.5198905,0.197831716,0.210266009,7.472386295,0.081972917,0.028154167
0.104238281,-0.145407821,0.117183172,0.489256664,2.06753688,0.164910178,0.194748763,7.436257785,0.079216667,0.030641667
0.096375326,1.233110701,0.146582795,0.432119855,0.941814902,0.171225996,0.193772688,7.192571438,0.089897917,0.022290625
0.116707357,1.022133171,0.233052201,0.388566981,1.380641199,0.249568203,0.214106704,7.534650652,0.088004167,0.045719792
0.126279297,1.429965639,0.230509582,0.434949091,1.141062786,0.204398046,0.238717251,7.787191336,0.07518125,0.063030208
0.108691406,1.83647588,0.140480662,0.613719478,2.159840977,0.167217715,0.235515657,7.696730483,0.06863125,0.049878125
0.097965495,0.937181487,0.077063461,0.445364813,1.197573584,0.076129627,0.131497456,6.89671633,0.066785417,0.046607292
0.11257487,1.401123415,0.106927943,0.435181258,1.296265554,0.109359976,0.149855135,7.114120864,0.073925,0.055757292
0.097231445,0.067226868,0.106503889,0.467031863,1.828783275,0.115710908,0.148460967,6.83175718,0.06281875,0.037878125
0.110198568,1.482368909,0.107065666,0.484622523,1.551101395,0.092703882,0.15643196,7.293827014,0.06530625,0.053591667
0.124311523,1.818542856,0.224213728,0.336077512,1.458154953,0.163903708,0.166005378,7.04771731,0.040058333,0.093561458
0.111069336,1.208325045,0.210606062,0.466925807,1.89570333,0.176416835,0.172390423,7.333127702,0.082241667,0.050017708
0.122307943,0.86991428,0.145310142,0.513820325,1.046387139,0.129785152,0.19314869,7.487626227,0.059064583,0.0684125
0.134285482,1.471401947,0.162053912,0.470488958,1.241934857,0.137355919,0.199797794,7.478998417,0.06230625,0.078130208
0.106075846,2.573999953,0.106526556,0.407944649,1.400988375,0.104044822,0.170107216,7.244735658,0.07963125,0.032595833
0.129383138,1.744159799,0.155218281,0.446303973,1.200997308,0.161522859,0.151627458,7.244198979,0.090041667,0.0589625
0.104897461,1.501148941,0.107906173,0.437696666,1.186389544,0.105521805,0.173308107,7.239772374,0.075652083,0.036332292
0.132010091,1.455850796,0.2531107,0.38808715,0.639778543,0.209023922,0.130641111,6.955650058,0.035966667,0.101704167
0.110304362,1.123839035,0.087495528,0.4250126,1.076081232,0.077145157,0.153948083,7.010805416,0.052585417,0.055503125
0.106113281,1.87228644,0.10858974,0.458251621,1.547222677,0.103721108,0.173761251,7.36747884,0.070397917,0.040366667
0.109077148,1.347939253,0.192441269,0.642640919,1.881482061,0.176351558,0.264893678,7.73291492,0.077035417,0.041833333
0.097311198,-0.386385589,0.165195882,0.547055083,1.750874627,0.156871222,0.25393339,7.604056394,0.101304167,0.020519792
0.11304362,0.971275155,0.102955279,0.404690283,1.015047206,0.098001982,0.141468222,6.926877891,0.0486375,0.06781875
0.098751628,1.479261434,0.09404218,0.503628281,1.2325069,0.102143354,0.172761771,7.133824412,0.072372917,0.032266667
